ID,authorID,name,link,content,blurb,fbShares,twitterShares,emailShares,views,date
550,213,"'Uncertainty and irritation': IBEC chief Danny McCoy takes aim at NPHET members over communications",https://www.thejournal.ie/ibec-criticises-nphet-5270598-Nov2020/,"MEMBERS OF THE National Public Health Emergency Team (NPHET) are causing “uncertainty and irritation” for business owners in the manner in which they communicate with the public via the media, Ireland’s top business lobbyist has claimed.
Danny McCoy, chief executive of IBEC — the largest business lobbying group in the State — also called for “a sequential easing of restrictions to begin from the last week of November” for retailers and hospitality businesses, instead of 2 December as planned.
“While IBEC fully acknowledges the continuing need for vigilance, the manner of communications in the media from members of NPHET continues to be a source of uncertainty and irritation for businesses and the public in making necessary plans for the coming crucial period of Christmas.
“This pattern, now seemingly embedded, in limiting the choice for Government is one we understood you and colleagues were going to address,” he told the Taoiseach.
McCoy’s remarks are contained in a letter sent to Taoiseach Micheál Martin and senior government ministers yesterday.
It comes ahead of a Cabinet decision, due by the end of next week, on how the country is to move out of Level 5.
Speaking on RTÉ’s Morning Ireland Programme this morning, McCoy said, “We haven’t lost confidence in the government nor in NPHET, because they’re doing their best, they’re using the information as best they can. But the communication is awful.”
He accused members of NPHET of “kite-flying” through the media, which he said “does limit the government’s choices but it also gives frustration to the general public”.
But he said that Chief Medical Officer Tony Holohan has a role to play as an adviser to the government.
‘Urgent concerns’
McCoy said that business owners have “very serious and urgent concerns” about the current restrictions.
“The current measures impact upon a large swathe of businesses through restrictions on retail deemed to be non-essential, food and drink services, hospitality, international travel and office-based environments,” he said.
“The blanket suppression of these sectors continues to lack any refinement despite learnings and evidence accumulated since last March.”
This approach “lacks empathy,” McCoy claimed, “and is at this point in the crisis creating much greater economic and social damage than is necessary”.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
Level 5 public health restrictions are due to expire on 2 December but McCoy called on ministers to prioritise an early reopening of the retail, hospitality and travel sectors from the last week of November.
“Opening businesses in a controlled manner would be a far safer option than keeping everything closed and seeing restrictions ignored by the general public.
“The six weeks of Level 5 restrictions, in addition to prior weeks of restrictions in many counties, has had the desired effect of bringing about a substantial decline in the targeted metrics. Greater enforcement is required to drive the metrics down further,” McCoy said.
He called for “prior and meaningful engagement” with affected businesses to be included in government decision-making and communications.
Requesting an urgent meeting between ministers and IBEC, McCoy said that “confidence in the Plan for Living with Covid-19 and the guidance within the level restrictions is diminishing within the business community”.","IBEC has called for an early exit from Level 5 for retailers.",8,0,0,17128,"Nov 18th 2020, 11:22 AM"
551,193,"DR Congo announces end of latest Ebola epidemic, after 55 people killed in past five months",https://www.thejournal.ie/dr-congo-end-ebola-epidemic-5270561-Nov2020/,"THE DEMOCRATIC REPUBLIC of Congo has declared the end of the country’s latest Ebola epidemic, after the outbreak killed 55 people over the past five months.
“I am happy to solemnly declare the end of the 11th epidemic of the Ebola virus in Equateur province” in the vast country’s northwest, Health Minister Eteni Longondo told journalists.
The World Health Organization said the latest outbreak had killed 55 people among 119 confirmed and 11 probable cases since it began in June.
As during the previous epidemic in the east of the country, the wide use of vaccinations helped curb the disease, the WHO said.
That outbreak, which began in August 2018, was the country’s deadliest ever with 2,277 deaths.
The latest epidemic of the haemorrhagic fever occurred as the previous outbreak was not officially over and the country had taken measures since late March to combat the coronavirus.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
“There remains a high risk of a resurgence,” the minister said.
© AFP 2020","The wide use of vaccinations helped curb the disease, the WHO said.",8,0,0,16661,"Nov 18th 2020, 9:10 AM"
552,236,"The qualifier, 'It's not women's boxing - it's just boxing', can be put to bed after Saturday night",https://www.the42.ie/womens-boxing-4-5267350-Nov2020/,"WITH THE NUMBER of people allowed into British arenas for professional boxing events restricted to a bare minimum during the pandemic, Sky Sports have, like the rest of us, leaned heavily on Zoom. Instead of sitting a fighter’s archnemesis ringside to run the rule over their performance ahead of a prospective future showdown, Sky have concocted the concept of Goggleboxers, wherein the televised broadcast frequently cuts away to an interested party studying the action from their couch.
They applied a poetic twist to that particular quirk during Saturday’s novel female world-title tripleheader, however. During natural lulls between rounds, viewers were treated to the sight of professional boxing’s most important Couch of all — retired former world champion Jane Couch — who sat on hers, watching the fruits of her life’s labour unfold on primetime television.
It was fitting that on a night during which one of female boxing’s most adored pioneers, Katie Taylor, topped a Sky-broadcast bill for the first time on a Saturday night, she shared some screentime with the woman who technically made it possible. Equally fitting was the fact that Taylor and her supporting cast of Terri Harper and Rachel Ball put their fists through the glass ceiling at Wembley Arena, of all places.
Couch celebrates her second-round victory over Simona Lukic in 1998.
Source: EMPICS Sport
In 1997, Couch was forced to turn down a £10,000 opportunity to fight at the same indoor venue when the British Boxing Board of Control (BBBofC) refused her a professional boxing licence on account of her being a woman. She was, at the time, a world champion with a 5-0 record. A year later, she took the British board to court. The board’s solicitor, Bernard Buckley, argued during the landmark discrimination case that “many women suffer from premenstrual tension which makes them more emotional and more labile and accident-prone. They are too fragile to box and they bruise easily.”
Couch won the case, as a result of which the BBBofC were mandated to grant licences to qualifying female applicants and, by extension, allow them to compete for the first time in sanctioned professional bouts on UK soil. Couch received £15,000 in compensation, but the court victory did her little good aside from afford her the relative luxury of fighting in her home country: she continued to be ridiculed by the tabloids and within male-dominated boxing circles.
In a moving interview with Donald McRae in The Guardian last year, she repeatedly described herself as “damaged” — not by her 39 experiences in the ring but by the incalculably cruel treatment she received outside of it.
These days, she contends that the public simply wasn’t “ready” to embrace her and her pugilistic peers in the ’90s. She’s right. It’s only starting to get ready now, 20-something years on.
***
In September 2016, a month after reigning champion Katie Taylor’s dramatic quarter-final elimination from the Rio Olympics, she traversed the Atlantic to work with Ross Enamait in his Vernon, Connecticut gym. Enamait didn’t really knew who she was, but Taylor had read his personal coaching books throughout her amateur career. She felt that, in the absence of her then-estranged father-trainer Pete Taylor, the American’s training methodology would help to revitalise her ailing career ahead of the European Elite amateur championships due to take place two months later.
Katie Taylor exits the Rio Olympics.
Source: INPHO/Dan Sheridan
Within three weeks of her arrival, Taylor and Enamait had devised a plan for her to leave behind the amateur sport that she had elevated beyond comprehension and pursue a new dream, a second legacy, in boxing’s punch-for-pay ranks.
Taylor sent a private message to one of her Twitter followers, professional boxing promoter Eddie Hearn:
“Hi Eddie, I hope you’re well.
“I hope you don’t mind me reaching out like this out of the blue.
“I’ve been seriously considering turning pro the last few months, I think I could do for women’s pro boxing what I did for the amateur sport: bring it into focus and generate a serious interest.
“I already have a global profile and a great fan base. Of course, the pro game is impossible without a great promoter so I’m wondering if you would be interested in talking more about this?
“Much appreciated, Katie.”
Taylor might as well have sent the message in Irish such was Hearn’s lack of understanding of women’s boxing. He couldn’t countenance the notion of promoting a female boxer, not due to some deep-seeded misogyny but more so due to hands-up ignorance: he believed he wouldn’t know how to. But such was the magnitude of her achievements in the amateur sport, he felt as though he at least owed Taylor the courtesy of a meeting.
By the end of that meeting in Hearn’s office in Brentwood, Essex, he offered Taylor a six-fight deal worth £60,000. Brian Peters, in the room acting as Taylor’s manager, politely rebuffed it. And so, instead, they agreed to work together one fight at a time. Handshake; no contracts.
Katie Taylor, Eddie Hearn and Brian Peters.
Source: Matchroom Boxing/Mark Robinson/INPHO
For Taylor’s eighth professional fight under Hearn’s Matchroom banner, a world-title defence against Jessica McCaskill in December 2017 which headlined a rare midweek show live on Sky Sports, she earned twice as much than she would have for her first six had she agreed to the originally proposed deal. In her sixteenth professional fight, an undisputed-title rematch with Delfine Persoon in August of this year, her share of the Sky Sports Box Office pay-per-view revenue generated in Ireland brought her total purse to somewhere in the region of €1.5m — roughly three times what the UFC’s leading female fighter Amanda Nunes received for her own most recent title fight two months beforehand. If Taylor disclosed her fight purses and external endorsements, she would likely be listed as one of the 10 highest-earning female athletes on the planet, and perhaps the best-paid woman outside of tennis.
All of which encapsulates — albeit crudely — how successful a venture it’s been not only for Taylor but for Hearn: you can’t truly quantify a sport’s cultural rise, but you can take Taylor’s income trajectory as being both commensurate to her own ascent within the boxing zeitgeist, and representative of a more ready acceptance of women’s professional boxing by those who pay to watch the sport.
And yes, there now exists a contract between her and her promoter.
Hearn and Taylor celebrate after the Irishwoman's rematch victory over Delfine Persoon.
Source: Matchroom Boxing/Mark Robinson/INPHO
***
This four-year first leg of Taylor and Hearn’s working relationship culminated in Saturday night’s unprecedented female world-title tripleheader at Wembley Arena. The mere idea of it would have been inconceivable to both when she debuted as a professional at the same venue in 2016.
The fear back then was that Taylor was opening herself up to a maelstrom of sexist rhetoric and ridicule — or worse still from Hearn’s perspective, that nobody would care.
As it transpired in reality, Taylor was already familiar with social media, so making people care was the problem, a four-year war, albeit one into which she entered as a veteran of a lengthier previous tour.
Many casual consumers of professional boxing still don’t care about the women’s sport. A portion of them appear to consider themselves humanity’s chief protagonists; they believe that if they don’t care, that must mean “nobody cares”. They’re easy to locate but harder to identify: cross-search the terms ‘nobody cares’ and ‘women’s boxing’ or something similar on Twitter and they’re the men you’ll find typically hiding behind fake names and cartoon profile pictures — so, actual nobodies — who wear their not caring as a sort of badge of honour in the crusade against ‘virtue-signalling’ and, of course, the new-age sociological phenomenon that frightens them most: women.
It must have come as a cruel blow for those same gatekeepers of Single Bed Twitter to discover last night that the Taylor-Gutierrez bill had been viewed well over two million times across all of Sky Sports’ platforms, with 600,000 of those tuning in on television in Ireland and Britain. Even a quick check of the available numbers during the live broadcast on Saturday showed that, while Taylor did her thing in the ring from around 10:50pm onwards, the number of concurrent viewers on the Sky’s YouTube and Facebook streams scarcely dropped below 200,000.
BE PART
OF THE TEAM
Access exclusive podcasts, interviews and analysis with a monthly or annual membership.
Become a Member
A view of the fight poster behind Taylor and Gutierrez's face-off.
Source: Matchroom Boxing/Mark Robinson/INPHO
And make no mistake about it: all week, Sky uncompromisingly advertised Taylor-Gutierrez and its support bouts as a female sporting event; the free live streams were an extension of a public commitment to women’s sport made by the broadcasting giant back in March, and they were contextualised as such.
Indeed, Hearn had originally planned to stage an all-female card on the night only to have the notion shot down by his headline act: Taylor felt it might seem patronising.
Undercard bouts involving male Matchroom prospects were subsequently added to the bill per the boss’s orders but they were peripheral to the promotion; it was all about Taylor, Terri Harper, Rachel Ball and their respective world-title bouts.
People were under no illusions as to what they were tuning in for, and tune in they did in their droves.
Their time investment was hardly wasted, either, for Saturday night’s main course of female fights (and, to be fair, their male starters) gave enough of a taste of why people fall for boxing in the first place.
Rachel Ball, the 29-year-old social worker whose colleagues discovered only on the day of her first fight on Sky back in August — her seventh overall — that she moonlights as a professional boxer, fulfilled her dream of becoming a world champion.
Terri Harper, the 24-year-old former British underage amateur standout who only a year ago left her job in a chip shop and, through her subsequent earnings in pro boxing, has his since bought her first home with her partner, continued to live her own wildest dream: she persevered through the pain of a broken right hand suffered early doors and stopped opponent Katharina Thanderz in the ninth to defend her world title.
And Katie Taylor, the 34-year-old Irish legen– well, you know the scéal there. But anyone previously unacquainted who didn’t enjoy watching Taylor conjure a storm of eight-ounce hail need delve no further into the sport of boxing, because it’s plainly not for them. (We’ll return to Taylor’s opponent, Gutierrez, in a moment).
Rachel Ball (L), Katie Taylor, and Terri Harper (R).
Source: Matchroom Boxing/Mark Robinson/INPHO
More profound than the fights themselves, though, was the unabashedly female feel to the show as a whole. To their credit, purely as it pertained to production, Sky’s women’s tripleheader felt more like a Box Office pay-per-view than a typical Off-Broadway Saturday-night broadcast but it rarely strayed into over-the-top territory. It struck more as a celebration of female professional boxing for what it is currently: an utterly imperfect but perpetually improving sport which, until just four years ago, existed only in basements Off-Off-Off-Broadway, clinging to life only because women like Jane Couch refused to let it die. And a sport which, while it continues to build itself from the ring outwards, boasts its own unique qualities and quirks on the safe side of the ropes, all of which are worth celebrating too.
For example, between rounds during one of the men’s bouts earlier in the card, Sky cut to footage of Rachel Ball braiding fellow world-title challenger Katharina Thanderz’s hair into cornrows. (The majority of female fighters consider it best practice: a bun can come undone, a ponytail can fail; long hair can be a nightmare).
It was a weird and wonderful moment — weird simply because it’s something rarely seen on a televised boxing broadcast; wonderful because of the odd Venn diagram in which stand-in hairdresser Ball had become the intersection: she had suffered her only career loss — a narrow one — to Thanderz 18 months prior, and yet there she was preparing the Norwegian for a bout against the woman with whom she had shared breakfast only hours beforehand, her fellow Englishwoman Terri Harper.
Because it has always had to swim upstream to stay afloat, there is a sort of touching kinship interwoven into women’s professional boxing at world-championship level which distinguishes it from the more brashly individualistic upper echelons of the men’s game.
And for similarly stark reasons, what the women also do better than the men is actually fight each other.
Katie Taylor shares her belts with beaten challenger Gutierrez.
Source: Matchroom Boxing/Mark Robinson/INPHO
The male professional sport is currently a soup of alphabet titles to the extent that no part-time observer could be expected to know who the ‘real champions’ are, or to even care anymore. Monetary disputes, dirty laundry and, perhaps most pertinently, pride preclude the picture from being cleared up.
The sport’s preeminent promoters prefer to have pissing contests via YouTube interviews than to work together. The sport’s preeminent champions so often conjure reasons to avoid squaring off with each other that most superfights play out through the medium of online fan debate. The sport’s preeminent figures have, unfortunately, become a bit too emotional, a bit too labile, bitching and moaning about each other instead of settling their differences in the ring, like…women.
Because conversely, those same champions’ female equivalents are far more likely to take career risks. Women haven’t banked enough reward to be able to afford the luxury of protecting their unbeaten records, for one thing. But they’re also trying to build something, for each other as well as for the future generations they inspire.
Hearn is consequently confident that he can manufacture a scenario over the next two years in which there will be a single undisputed champion in at least the women’s lightweight, light-welterweight and welterweight classes; and that even then, those three unequivocal divisional rulers would face each other in era-defining bouts to create some sort of champion squared, or cubed — effectively an antidote to the rampant bollocksology that sickens people away from the men’s sport.
The potential commercial success of that pre-’90s model goes a long way to explaining Hearn’s recently relentless recruitment of world-class female boxers; he’s fully aware that the pieces will fall into place even more seamlessly if he is in sole possession of the puzzle.
He already has the market cornered because he was the only one of his promotional peer group to identify the market. He identified through Katie Taylor, who personifies it better than anybody else, that there is a general trend within modern professional boxing: men talk and women ‘do’.
Taylor enters at Wembley Arena.
Source: Matchroom Boxing/Dave Thompson/INPHO
As for the talk about Taylor’s opponent, Miriam Gutierrez, after she received a 10-round battering on Saturday: that the Spaniard was depicted by a portion of talking heads and thumbs to be some sort of rank novice who ‘didn’t belong in the ring with Taylor’ was a total distortion of reality. Gutierrez has boxed competitively for 21 years. Before turning professional in 2017, a year after Taylor, she won four Spanish national titles in two weight categories as an amateur. She knows her way around a ring.
In her status as WBA mandatory challenger, she was indeed merely an opponent for Taylor to simply get out of the way to clear her diary for 2021. Before the fight, middleweight world champion Savannah Marshall revealed that she had previously sparred with Guttierrez who operates 25 pounds and four divisions below her, and that she was expecting a good scrap on account of the fact that Gutierrez can seriously punch. Marshall, the only woman ever to beat Claressa Shields, knows a thing or two about ‘good’ and what it looks like in boxing terms. And Gutierrez is good — she just met ‘great’ and took a pummeling. It happens every single weekend if you turn on the sports channels on your TV.
In terms of difficulty relative to her own ability, Taylor’s run of four preceding fights — versus Rose Volante, Delfine Persoon, Christina Linardatou (at 140lbs) and Persoon again — was biblical, surpassing anything done by a male fighter in the same time period. In a conversation about ‘depth’ or ‘competition’, those fights might be worth a passing mention, particularly considering Taylor arguably lost one of them — a point stressed at the time by some of the same people who perpetuate the notion that it’s all too easy for her now.
Just another easy night's work.
Source: Matchroom Boxing/Mark Robinson/INPHO
None of which is to say that female boxing has ‘caught up’, or anything of the sort. While the competition even for fighters of Taylor’s ilk is worthy of more respect at its top end, the middle tiers of most divisions unequivocally lack depth.
But post-Olympics infusions of elite-level amateur talent and more nights like last Saturday — and bigger and better nights still — will eventually see to that. There are signs of genuine growth to be found in the last four days, not to mind the last four years.
Throughout both of those periods of time, it has been frequently said with the best of intentions that, ‘It’s not women’s boxing — it’s just boxing.’ But there may no longer be a need for such qualifiers. Women’s professional boxing is a work in progress, sure, but it has plenty going for it. Plenty to be excited about.
And if you’re not excited, it’s worth remembering that you can avail of the option to simply not watch it. It’s also worth bearing in mind that nobody cares.
– First published 08.00, 18 Nov","With Jane Couch watching on, it was fitting that Katie Taylor and co. put their fists through the glass ceiling at Wembley Arena, of all places.",26,0,0,38864,"Nov 18th 2020, 9:00 AM"
553,186,"The 9 at 9: Wednesday",https://www.thejournal.ie/8-at-8-9-at-9-wednesday-16-5270497-Nov2020/,"EVERY MORNING, TheJournal.ie brings you all the news you need to know as you start the day.
1. #IVOR ROSNEY: The father of a man who died while in custody in Cloverhill Prison said he and his family have been “left in the dark” over the incident and will “not stop” until he gets justice for his son.
2. #NAAS OUTBREAKS: There are 87 staff members off work at the moment in Naas General Hospital due to positive Covid-19 tests or being a close contact of a confirmed case, amid a number of outbreaks in the hospital. 
3. #YOU’RE FIRED: Donald Trump has fired the head of the federal agency that vouched for the reliability of the 2020 presidential election.
4. #CHRISTMAS HOLIDAYS: The Teachers’ Union of Ireland has said that “serious consideration” should be given to closing schools for the Christmas break on the afternoon of Friday 18 December rather than on Tuesday 22 December.
5. #SWINFORD: A man has been charged in connection with a fatal assault at a house in Co Mayo on Monday night. 
6. #CIRCUIT BREAKER: South Australia has announced a six-day “circuit-breaker” lockdown for its nearly two million people to contain a sudden coronavirus outbreak that ended a months-long streak of no infections
7. #BATH UNIVERSITY: Dinosaurs were not in decline at the time of their extinction – which was caused by an asteroid hitting the Earth 66 million years ago, according to a new study.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
8. #MISINFORMATION: Facebook and Twitter have defended their handling of misinformation during the recent US presidential election in their latest appearance at the country’s Senate.
9. #PUBLIC APPEAL: Gardaí are appealing to the public for information concerning an aggravated burglary and serious assault at a house in Lifford, Co Donegal one year ago today.","Here’s what’s making headlines this morning.",1,0,0,15108,"Nov 18th 2020, 8:43 AM"
554,179,"Gardaí launch appeal over aggravated burglary and serious assault in Donegal this day last year",https://www.thejournal.ie/appeal-burglary-assault-lifford-donegal-5270533-Nov2020/,"GARDAÍ ARE APPEALING to the public for information in relation to an aggravated burglary and serious assault at a house in Lifford, Co Donegal one year ago today. 
At approximately 7.35pm on the evening of 18 November 2019, six males entered the home of a man on Coneyburrow Road armed with a number of weapons and a firearm.
They proceeded the assault him. The man sustained a number of injuries as a result of the incident. 
Gardaí are appealing to anyone who may have information in relation to this incident to come forward.
Gardaí are particularly interested in the movements of the small white van, which was seen entering and exiting the Coneyburrow Estate in Lifford between 7.30pm and 7.40pm. Gardaí want to speak to the owner/driver of this van to eliminate it from their enquiries.
The make and model of the van is not clear from CCTV footage, however gardaí believe it is, or is similar to, a Citroen Berlingo or Peugeot Partner.
The van travelled to Coneyburrow from the Clady/Cloughfin direction and entered the estate at 7.33pm. The van is later seen exiting the estate at 7.38pm towards Castlefin.
Anyone who recognises this van or is aware of its movements on the night of 18 November 2019 is asked to come forward.
CCTV footage of the small white van
Source: Garda Press Office
Gardaí are appealing for the driver/owner of the van to come forward
Anyone who was in the vicinity of the Coneyburrow Estate on the same evening between the hours of 7.15pm and 8pm is also asked to contact gardaí.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
In January of this year, investigating gardaí arrested and detained one male under Section 30 of the Offences Against the State Act, 1939.
Investigating gardaí continue to work closely with colleagues in the PSNI in relation to the ongoing investigation.
Anyone with any information should contact the incident room at Letterkenny Garda Station on 074 916 7100 or the Garda Confidential Line on 1800 666 111.","Six males entered a home in Lifford armed with weapons and a firearm and assaulted a man.",4,0,0,15051,"Nov 18th 2020, 8:41 AM"
555,186,"Poll: Should schools close early for Christmas break?",https://www.thejournal.ie/should-the-school-christmas-break-start-earlier-this-year-5270525-Nov2020/,"THE TEACHERS’ UNION of Ireland has asked the government to consider closing schools for the Christmas break on the afternoon of Friday 18 December rather than on Tuesday 22 December.
The union said the “once-off measure” would indicate the Department of Education’s intention “to protect the wellbeing” of teachers, school staff and students and would allow for a longer lead-in time so that students and teachers can restrict movements before meeting elderly or vulnerable relatives at Christmas, if the public-health guidelines allow for it.
However, Education Minister Norma Foley said yesterday that her department has no intention of extending holidays as it was working hard to ensure that no more school time is missed by students. 
So today we’re asking: Should schools close early for Christmas this year? 

Yes, definitely
Yes, but classes should go online
No, students have missed enough school
Please no, I work from home
Vote
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW","The teachers’ union is suggesting schools close on Friday 18 December.",15,0,0,104492,"Nov 18th 2020, 8:33 AM"
556,179,"Man (30s) due in court over with fatal assault of another man (20s) at house in Co Mayo",https://www.thejournal.ie/man-due-in-court-fatal-assault-swinford-5270486-Nov2020/,"A MAN HAS been charged in connection with a fatal assault at a house in Co Mayo. 
Gardaí attended the scene of the suspected fatal assault in the Swinford area shortly after 11pm on Monday where a man in his 20s was pronounced dead. 
His body was removed from the scene this morning to Mayo University Hospital in Castlebar. 
A man in his 30s was arrested and detained at Castlebar Garda Station.
He has now been charged in connection with the assault and is due to appear before Castlebar District Court this morning at 10.30am. 
Comments are closed as a person has been charged.  
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW","Gardaí attended the scene in Swinford on Monday night.",0,0,0,17051,"Nov 18th 2020, 7:38 AM"
557,189,"Dinosaurs were not in decline when asteroid hit, study suggests",https://www.thejournal.ie/dinosaurs-were-not-in-decline-when-asteroid-hit-5270480-Nov2020/,"DINOSAURS WERE NOT in decline at the time of their extinction – which was caused by an asteroid hitting the Earth 66 million years ago, according to a new study.
The research, by the University of Bath and the Natural History Museum, contradicts previous theories and concludes that dinosaurs might have continued to dominate the planet if the impact had not occurred.
Scientists collected a set of different dinosaur family trees and used statistical modelling to assess if each of the main dinosaur groups was able to produce new species at the time.
Their study, published in the journal Royal Society Open Science, found that dinosaurs were not in decline before the asteroid hit – contradicting some previous research.
It also discovered that some dinosaur groups, such as hadrosaurs and ceratopsians, were “thriving” and would not have died out then.
Lead author Joe Bonsor is undertaking his PhD jointly at the Milner Centre for Evolution at the University of Bath and the Natural History Museum.
“Previous studies done by others have used various methods to draw the conclusion that dinosaurs would have died out anyway, as they were in decline towards the end of the Cretaceous period,” he said.
However, we show that if you expand the dataset to include more recent dinosaur family trees and a broader set of dinosaur types, the results don’t actually all point to this conclusion – in fact only about half of them do.
Dinosaurs were widespread globally at the time of the asteroid impact, at the end of the Late Cretaceous period, and were the dominant form of animal of most land ecosystems.
It is still contentious among paleobiologists as to whether dinosaurs were declining at the time of their extinction.
The researchers of the latest study say it is difficult to assess the diversity of dinosaurs due to gaps in the fossil record.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
This can be due to factors such as which bones are preserved as fossils, how accessible the fossils are in the rock to allow them to be found, and the locations where palaeontologists search for them.
In the study, the team used statistical methods to overcome these sampling biases, examining the rates of speciation of dinosaur families rather than counting the number of species belonging to the family.
“The main point of our paper is that it isn’t as simple as looking at a few trees and making a decision – the large unavoidable biases in the fossil record and lack of data can often show a decline in species, but this may not be a reflection of the reality at the time,” Bonsor said.
“Our data don’t currently show they were in decline, in fact some groups such as hadrosaurs and ceratopsians were thriving and there’s no evidence to suggest they would have died out 66 million years ago had the extinction event not happened.”
The research was funded by the Leverhulme Trust and Natural History Museum.","The researchers of the latest study say it is difficult to assess the diversity of dinosaurs due to gaps in the fossil record.",5,0,0,21424,"Nov 18th 2020, 7:32 AM"
558,193,"South Australia announces six-day 'circuit-breaker' lockdown after sudden outbreak",https://www.thejournal.ie/south-australia-circuit-breaker-5270479-Nov2020/,"SOUTH AUSTRALIA HAS announced a six-day “circuit-breaker” lockdown for its nearly two million people to contain a sudden coronavirus outbreak that ended a months-long streak of no infections.
Schools, shops, pubs, factories and even takeaway restaurants were told to close at midnight and stay-at-home orders were issued for residents across the state.
A total of 22 cases have now been linked to a cluster that emerged from an Adelaide hotel used to quarantine travellers from overseas.
“We are going hard and we are going early,” state premier Steven Marshall said.
“Time is of the essence and we must act swiftly and decisively. We cannot wait to see how bad this becomes.”
The state is the first in Australia to issue a blanket ban on outdoor exercise, and mask-wearing will be required across the state, which had not recorded a significant outbreak since April.
The measures stand in stark contrast to the United States – where some politicians are refusing to implement basic virus measures even as case numbers surge – or Europe, where lockdowns were introduced only after infections spiralled.
Chief health officer Nicola Spurrier said the infections appeared to be caused by a particularly virulent strain that was spreading “very, very rapidly”, with people becoming contagious within 24 hours.
“I cannot be making this decision in two or three weeks’ time or even two or three days’ time because it is going to be too late,” she said.
Since the cluster was confirmed officials had begun ordering thousands of suspected close contacts to self-isolate, and suspended international flights.
RELATED READ
17.11.20
Decision on what restrictions will be in place in December to be made next week by Cabinet
Adelaide residents have since been flocking to Covid-19 testing sites, with many forced to wait several hours in long queues to be seen by overwhelmed clinicians.
Spurrier said the state hoped to avoid a lengthy Melbourne-style lockdown. Residents in Australia’s second-largest city spent months mostly confined to their homes after security bungles at a hotel quarantine.
The surprise announcement sparked a fresh round of panic-buying in Adelaide, prompting supermarkets to introduce two-item limits for certain goods and to issue assurances they would remain open.
“We will have police officers on standby to attend if we see any civil disorder and we would take action,” South Australia police commissioner Grant Stevens said.
Melbourne, which recorded thousands of cases and hundreds of deaths at the height of its outbreak, has begun easing restrictions after more than two weeks without any new cases.
Other Australian regions, where the virus has largely been stamped out, have imposed new quarantine rules on anyone travelling from South Australia.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
The country’s internal borders had been gradually reopening and were due to be almost fully reopened by Christmas, but the latest outbreak may put that at risk.
It will also further slow the return of more than 30,000 Australians who remain stranded overseas due to government-imposed caps on international travellers – despite a government pledge to bring them home by the holidays.
Australia has been relatively successful in containing the virus, with just over 27,700 cases and 907 deaths recorded since the pandemic began.
© AFP 2020","Schools, shops, pubs, factories and even takeaway restaurants have been told to close.",7,0,0,35010,"Nov 18th 2020, 7:20 AM"
559,189,"Trump fires US election security official who rejected election fraud claims",https://www.thejournal.ie/trump-fires-christopher-krebs-5270474-Nov2020/,"DONALD TRUMP HAS fired the head of the federal agency that vouched for the reliability of the 2020 presidential election.
Trump fired Christopher Krebs in a tweet, saying his recent statement defending the security of the election was “highly inaccurate”.
The firing of Krebs, a Trump appointee and director of the Cybersecurity and Infrastructure Security Agency, comes as Trump is refusing to recognise the victory of Joe Biden, and is removing high-level officials seen as insufficiently loyal.
He fired defence secretary Mark Esper on 9 November, part of a broader shake-up that put Trump loyalists in senior Pentagon positions.
Krebs, a former Microsoft executive, ran the agency, known as CISA, from its creation in the wake of Russian interference with the 2016 vote through to this month’s election.
He won bipartisan praise as CISA co-ordinated federal state and local efforts to defend electoral systems from foreign or domestic interference.
In recent days, Krebs has repeatedly pushed back against false claims that the election was tainted.
Earlier yesterday, he tweeted report citing 59 election security experts saying there is no credible evidence of computer fraud in the 2020 election outcome.
#OPEN JOURNALISM No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you
SUPPORT US NOW
Learn more
Krebs, from his personal Twitter account, replied to his sacking saying: “Honored to serve. We did it right. Defend Today, Secure Tomorrow.”
He closed with the phrase “Protect 2020,” which had been his agency’s slogan ahead of the election.
Officials with CISA and its parent agency, the Department of Homeland Security, had no immediate comment.","Christopher Krebs was director of the Cybersecurity and Infrastructure Security Agency.",45,0,0,59194,"Nov 18th 2020, 7:06 AM"
